kind,dataset,detail1,detail2,metric,point,ci_lo,ci_hi,ci95,perm_p,excludes_0p5,n
motif_auroc,nt_splice_sites_all,1_vs_rest,KLF15,motif_auroc,0.523,0.5159,0.5305,"[0.516, 0.530]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,KLF5,motif_auroc,0.5307,0.5201,0.5415,"[0.520, 0.542]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,ETS1,motif_auroc,0.511,0.5032,0.5182,"[0.503, 0.518]",0.00699,True,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,ETS2,motif_auroc,0.5075,0.5007,0.5134,"[0.501, 0.513]",0.025,True,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,ELF4,motif_auroc,0.5013,0.4988,0.5039,"[0.499, 0.504]",0.274,False,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,ETV2,motif_auroc,0.4989,0.4934,0.504,"[0.493, 0.504]",0.697,False,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,FLI1,motif_auroc,0.5028,0.4975,0.5084,"[0.497, 0.508]",0.304,False,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,TFAP4,motif_auroc,0.4996,0.4935,0.5052,"[0.494, 0.505]",0.907,False,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,HAND2,motif_auroc,0.5166,0.5054,0.5277,"[0.505, 0.528]",0.00599,True,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,MYOD1,motif_auroc,0.5069,0.4967,0.5165,"[0.497, 0.517]",0.19,False,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,MYC,motif_auroc,0.5115,0.5019,0.5208,"[0.502, 0.521]",0.017,True,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,BATF3,motif_auroc,0.4897,0.4798,0.4997,"[0.480, 0.500]",0.0659,True,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,FOS,motif_auroc,0.4931,0.4848,0.5015,"[0.485, 0.501]",0.0969,False,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,Jun,motif_auroc,0.4843,0.4744,0.4942,"[0.474, 0.494]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,BACH1,motif_auroc,0.4958,0.4897,0.5014,"[0.490, 0.501]",0.144,False,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,TBP,motif_auroc,0.4582,0.4461,0.4708,"[0.446, 0.471]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,PBX1,motif_auroc,0.495,0.4866,0.5036,"[0.487, 0.504]",0.237,False,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,PBX2,motif_auroc,0.4832,0.4744,0.4934,"[0.474, 0.493]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,MEIS1,motif_auroc,0.4847,0.472,0.4959,"[0.472, 0.496]",0.018,True,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,MEIS2,motif_auroc,0.497,0.4863,0.5066,"[0.486, 0.507]",0.576,False,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,FOXC1,motif_auroc,0.4883,0.48,0.4967,"[0.480, 0.497]",0.00599,True,8000
motif_auroc,nt_splice_sites_all,1_vs_rest,TGIF1,motif_auroc,0.5005,0.4995,0.5015,"[0.499, 0.501]",0.448,False,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,SP1,motif_auroc,0.4755,0.4665,0.4841,"[0.467, 0.484]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,SP2,motif_auroc,0.4768,0.4677,0.4867,"[0.468, 0.487]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,SP3,motif_auroc,0.4869,0.4807,0.4925,"[0.481, 0.492]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,SP4,motif_auroc,0.4794,0.4705,0.488,"[0.470, 0.488]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,KLF15,motif_auroc,0.4884,0.4818,0.4954,"[0.482, 0.495]",0.002,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,KLF5,motif_auroc,0.4729,0.4632,0.4837,"[0.463, 0.484]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,ETS1,motif_auroc,0.4854,0.4787,0.4921,"[0.479, 0.492]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,ETS2,motif_auroc,0.4885,0.4826,0.495,"[0.483, 0.495]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,ELF4,motif_auroc,0.5002,0.4979,0.5025,"[0.498, 0.502]",0.893,False,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,ETV2,motif_auroc,0.4951,0.49,0.5003,"[0.490, 0.500]",0.0659,False,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,FLI1,motif_auroc,0.4915,0.4861,0.4969,"[0.486, 0.497]",0.005,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,TFAP4,motif_auroc,0.4935,0.4877,0.4992,"[0.488, 0.499]",0.022,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,HAND2,motif_auroc,0.4753,0.4646,0.4864,"[0.465, 0.486]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,MYOD1,motif_auroc,0.4912,0.4814,0.5009,"[0.481, 0.501]",0.0789,False,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,MYC,motif_auroc,0.4678,0.459,0.4766,"[0.459, 0.477]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,BATF3,motif_auroc,0.5095,0.4984,0.5203,"[0.498, 0.520]",0.0769,False,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,FOS,motif_auroc,0.5048,0.4964,0.5126,"[0.496, 0.513]",0.242,False,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,Jun,motif_auroc,0.5168,0.507,0.5264,"[0.507, 0.526]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,BACH1,motif_auroc,0.5024,0.4969,0.508,"[0.497, 0.508]",0.397,False,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,TBP,motif_auroc,0.5557,0.5434,0.5688,"[0.543, 0.569]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,PBX1,motif_auroc,0.5116,0.5035,0.5194,"[0.503, 0.519]",0.00799,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,PBX2,motif_auroc,0.5219,0.5124,0.5319,"[0.512, 0.532]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,MEIS1,motif_auroc,0.5068,0.4937,0.519,"[0.494, 0.519]",0.288,False,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,MEIS2,motif_auroc,0.4999,0.4897,0.51,"[0.490, 0.510]",0.982,False,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,FOXC1,motif_auroc,0.5143,0.5047,0.5227,"[0.505, 0.523]",0.000999,True,8000
motif_auroc,nt_splice_sites_all,2_vs_rest,TGIF1,motif_auroc,0.4991,0.4979,0.5002,"[0.498, 0.500]",0.165,False,8000
