kind,dataset,detail1,detail2,metric,point,ci_lo,ci_hi,ci95,perm_p,excludes_0p5,n
motif_auroc,demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,MEIS1,motif_auroc,0.4926,0.4805,0.504,"[0.480, 0.504]",0.238,False,8000
motif_auroc,demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,MEIS2,motif_auroc,0.4877,0.4791,0.4961,"[0.479, 0.496]",0.003,True,8000
motif_auroc,demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,FOXC1,motif_auroc,0.5545,0.5491,0.5604,"[0.549, 0.560]",0.000999,True,8000
motif_auroc,demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,TGIF1,motif_auroc,0.5,0.4993,0.5008,"[0.499, 0.501]",1.0,False,8000
motif_auroc,demo_human_or_worm,worm_vs_human,SP1,motif_auroc,0.4858,0.4819,0.4897,"[0.482, 0.490]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,SP2,motif_auroc,0.4702,0.4653,0.4754,"[0.465, 0.475]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,SP3,motif_auroc,0.4951,0.4922,0.4984,"[0.492, 0.498]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,SP4,motif_auroc,0.4783,0.4735,0.4831,"[0.474, 0.483]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,KLF15,motif_auroc,0.4933,0.49,0.4966,"[0.490, 0.497]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,KLF5,motif_auroc,0.4646,0.4594,0.4699,"[0.459, 0.470]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,ETS1,motif_auroc,0.5229,0.5176,0.5283,"[0.518, 0.528]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,ETS2,motif_auroc,0.5144,0.5102,0.5187,"[0.510, 0.519]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,ELF4,motif_auroc,0.5029,0.5011,0.5045,"[0.501, 0.504]",0.003,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,ETV2,motif_auroc,0.5172,0.5129,0.5218,"[0.513, 0.522]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,FLI1,motif_auroc,0.5235,0.5185,0.5281,"[0.519, 0.528]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,TFAP4,motif_auroc,0.4962,0.4932,0.4992,"[0.493, 0.499]",0.013,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,HAND2,motif_auroc,0.5039,0.4964,0.5121,"[0.496, 0.512]",0.351,False,8000
motif_auroc,demo_human_or_worm,worm_vs_human,MYOD1,motif_auroc,0.4697,0.4637,0.4751,"[0.464, 0.475]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,MYC,motif_auroc,0.4909,0.4854,0.4969,"[0.485, 0.497]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,BATF3,motif_auroc,0.475,0.4661,0.484,"[0.466, 0.484]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,FOS,motif_auroc,0.4912,0.4849,0.4977,"[0.485, 0.498]",0.011,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,Jun,motif_auroc,0.4733,0.4652,0.4814,"[0.465, 0.481]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,BACH1,motif_auroc,0.4966,0.4924,0.5011,"[0.492, 0.501]",0.143,False,8000
motif_auroc,demo_human_or_worm,worm_vs_human,TBP,motif_auroc,0.5696,0.5579,0.5813,"[0.558, 0.581]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,PBX1,motif_auroc,0.536,0.5282,0.5433,"[0.528, 0.543]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,PBX2,motif_auroc,0.5191,0.5105,0.5275,"[0.510, 0.527]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,MEIS1,motif_auroc,0.4996,0.487,0.5123,"[0.487, 0.512]",0.948,False,8000
motif_auroc,demo_human_or_worm,worm_vs_human,MEIS2,motif_auroc,0.483,0.4753,0.4904,"[0.475, 0.490]",0.000999,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,FOXC1,motif_auroc,0.5098,0.5022,0.5169,"[0.502, 0.517]",0.014,True,8000
motif_auroc,demo_human_or_worm,worm_vs_human,TGIF1,motif_auroc,0.4999,0.4994,0.5002,"[0.499, 0.500]",1.0,False,8000
