dataset,contrast,representative,family,TF,matrix_id,pos_mean_hits,neg_mean_hits,diff,motif_auroc,separation,mannwhitney_p,n_pos,n_neg
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,GC-box/Sp1-KLF,KLF15,MA1513.2,0.4083,0.0975,0.3107,0.6039,0.6039,5.95e-22,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,GC-box/Sp1-KLF,KLF5,MA0599.1,2.5074,0.7851,1.7223,0.7567,0.7567,3.59e-58,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,ETS,ETS1,MA0098.4,0.7636,0.4,0.3636,0.606,0.606,2.22e-13,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,ETS,ETS2,MA1484.2,0.5455,0.286,0.2595,0.5799,0.5799,2.4e-09,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,ETS,ELF4,MA0641.1,0.0595,0.0397,0.0198,0.5115,0.5115,0.057,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,ETS,ETV2,MA0762.2,0.3934,0.2446,0.1488,0.5474,0.5474,0.000159,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,ETS,FLI1,MA0475.3,0.4033,0.2479,0.1554,0.5553,0.5553,1.28e-05,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,E-box,TFAP4,MA0691.1,0.524,0.2496,0.2744,0.5945,0.5945,1.24e-12,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,E-box,HAND2,MA1638.2,2.6545,1.486,1.1686,0.6915,0.6915,7.01e-32,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,E-box,MYOD1,MA0499.3,1.6942,0.8066,0.8876,0.6728,0.6728,7.6e-28,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,E-box,MYC,MA0147.4,1.0314,0.5521,0.4793,0.6312,0.6312,3.71e-18,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,AP-1,BATF3,MA0835.3,2.5752,2.1471,0.4281,0.5751,0.5751,4.43e-06,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,AP-1,FOS,MA0476.2,1.2231,0.9719,0.2512,0.5506,0.5506,0.00105,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,AP-1,Jun,MA0489.3,2.1488,1.6463,0.5025,0.5831,0.5831,2.97e-07,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,AP-1,BACH1,MA1633.2,0.4512,0.3207,0.1306,0.5516,0.5516,0.000111,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,TATA,TBP,MA0108.3,7.8,9.7736,-1.9736,0.4794,0.5206,0.213,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,homeobox/FOX,PBX1,MA0070.2,0.8215,0.8116,0.0099,0.4997,0.5003,0.984,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,homeobox/FOX,PBX2,MA1113.3,1.276,1.2926,-0.0165,0.52,0.52,0.209,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,homeobox/FOX,MEIS1,MA0498.3,18.6331,12.7438,5.8893,0.6827,0.6827,3.38e-28,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,homeobox/FOX,MEIS2,MA0774.1,2.7587,1.6595,1.0992,0.6664,0.6664,2.41e-24,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,homeobox/FOX,FOXC1,MA0032.2,0.7554,0.9603,-0.205,0.4745,0.5255,0.0943,605,605
dummy_mouse_enhancers_ensembl,positive_vs_negative,True,homeobox/FOX,TGIF1,MA0796.1,0.0281,0.0165,0.0116,0.5058,0.5058,0.173,605,605
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,GC-box/Sp1-KLF,SP1,MA0079.5,0.0423,0.126,-0.0837,0.4696,0.5304,1.04e-26,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,GC-box/Sp1-KLF,SP2,MA0516.3,0.0823,0.171,-0.0888,0.4687,0.5313,1.14e-20,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,GC-box/Sp1-KLF,SP3,MA0746.3,0.0195,0.0457,-0.0262,0.4888,0.5112,6.11e-09,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,GC-box/Sp1-KLF,SP4,MA0685.2,0.067,0.125,-0.058,0.4783,0.5217,2.5e-12,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,GC-box/Sp1-KLF,KLF15,MA1513.2,0.024,0.2082,-0.1842,0.4471,0.5529,2.6e-72,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,GC-box/Sp1-KLF,KLF5,MA0599.1,0.1115,0.1635,-0.052,0.4798,0.5202,1.08e-08,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,ETS,ETS1,MA0098.4,0.0475,0.1015,-0.054,0.4756,0.5244,1.26e-17,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,ETS,ETS2,MA1484.2,0.03,0.0795,-0.0495,0.4767,0.5233,1.22e-20,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,ETS,ELF4,MA0641.1,0.0037,0.0095,-0.0057,0.4971,0.5029,0.00153,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,ETS,ETV2,MA0762.2,0.0295,0.0445,-0.015,0.4925,0.5075,0.000336,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,ETS,FLI1,MA0475.3,0.026,0.0597,-0.0338,0.4842,0.5158,1.51e-12,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,E-box,TFAP4,MA0691.1,0.0315,0.0462,-0.0147,0.4922,0.5078,0.000236,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,E-box,HAND2,MA1638.2,0.1598,0.3088,-0.149,0.441,0.559,4.45e-39,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,E-box,MYOD1,MA0499.3,0.124,0.2008,-0.0768,0.468,0.532,2.15e-16,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,E-box,MYC,MA0147.4,0.0833,0.172,-0.0887,0.4635,0.5365,1.06e-24,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,AP-1,BATF3,MA0835.3,0.2652,0.1442,0.121,0.5489,0.5489,4.33e-30,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,AP-1,FOS,MA0476.2,0.135,0.076,0.059,0.5233,0.5233,3.04e-15,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,AP-1,Jun,MA0489.3,0.2547,0.1492,0.1055,0.5385,0.5385,2.05e-22,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,AP-1,BACH1,MA1633.2,0.046,0.0265,0.0195,0.5091,0.5091,9.66e-06,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,TATA,TBP,MA0108.3,1.661,0.3075,1.3535,0.7176,0.7176,0.0,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,homeobox/FOX,PBX1,MA0070.2,0.147,0.0785,0.0685,0.5274,0.5274,3.36e-16,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,homeobox/FOX,PBX2,MA1113.3,0.2535,0.0542,0.1993,0.5724,0.5724,1.13e-85,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,homeobox/FOX,MEIS1,MA0498.3,1.6215,1.6167,0.0048,0.5031,0.5031,0.62,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,homeobox/FOX,MEIS2,MA0774.1,0.1925,0.2238,-0.0312,0.4898,0.5102,0.0193,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,homeobox/FOX,FOXC1,MA0032.2,0.1915,0.0297,0.1618,0.5592,0.5592,4.23e-79,4000,4000
demo_coding_vs_intergenomic_seqs,intergenomic_seqs_vs_coding_seqs,True,homeobox/FOX,TGIF1,MA0796.1,0.001,0.0022,-0.0012,0.4994,0.5006,0.165,4000,4000
demo_human_or_worm,worm_vs_human,True,GC-box/Sp1-KLF,SP1,MA0079.5,0.0208,0.0457,-0.025,0.4888,0.5112,1.86e-09,4000,4000
demo_human_or_worm,worm_vs_human,True,GC-box/Sp1-KLF,SP2,MA0516.3,0.03,0.0915,-0.0615,0.4759,0.5241,9.7e-23,4000,4000
demo_human_or_worm,worm_vs_human,True,GC-box/Sp1-KLF,SP3,MA0746.3,0.0123,0.0243,-0.012,0.4931,0.5069,7.49e-07,4000,4000
demo_human_or_worm,worm_vs_human,True,GC-box/Sp1-KLF,SP4,MA0685.2,0.024,0.0707,-0.0467,0.4793,0.5207,1.14e-20,4000,4000
demo_human_or_worm,worm_vs_human,True,GC-box/Sp1-KLF,KLF15,MA1513.2,0.0215,0.0357,-0.0142,0.4951,0.5049,0.00414,4000,4000
demo_human_or_worm,worm_vs_human,True,GC-box/Sp1-KLF,KLF5,MA0599.1,0.0335,0.1158,-0.0823,0.4683,0.5317,1.38e-32,4000,4000
demo_human_or_worm,worm_vs_human,True,ETS,ETS1,MA0098.4,0.0995,0.0408,0.0588,0.5224,0.5224,9.37e-17,4000,4000
demo_human_or_worm,worm_vs_human,True,ETS,ETS2,MA1484.2,0.063,0.0267,0.0363,0.513,0.513,2.32e-09,4000,4000
demo_human_or_worm,worm_vs_human,True,ETS,ELF4,MA0641.1,0.0065,0.0043,0.0022,0.5011,0.5011,0.169,4000,4000
demo_human_or_worm,worm_vs_human,True,ETS,ETV2,MA0762.2,0.0653,0.026,0.0393,0.5159,0.5159,1.01e-12,4000,4000
demo_human_or_worm,worm_vs_human,True,ETS,FLI1,MA0475.3,0.0747,0.0208,0.054,0.5218,0.5218,3.14e-22,4000,4000
demo_human_or_worm,worm_vs_human,True,E-box,TFAP4,MA0691.1,0.0173,0.0235,-0.0062,0.4971,0.5029,0.0667,4000,4000
demo_human_or_worm,worm_vs_human,True,E-box,HAND2,MA1638.2,0.1732,0.1618,0.0115,0.5048,0.5048,0.223,4000,4000
demo_human_or_worm,worm_vs_human,True,E-box,MYOD1,MA0499.3,0.0445,0.1237,-0.0793,0.4672,0.5328,6.46e-29,4000,4000
demo_human_or_worm,worm_vs_human,True,E-box,MYC,MA0147.4,0.0558,0.0777,-0.022,0.49,0.51,0.000224,4000,4000
demo_human_or_worm,worm_vs_human,True,AP-1,BATF3,MA0835.3,0.2072,0.2492,-0.042,0.4829,0.5171,0.000138,4000,4000
demo_human_or_worm,worm_vs_human,True,AP-1,FOS,MA0476.2,0.1145,0.1285,-0.014,0.4953,0.5047,0.151,4000,4000
demo_human_or_worm,worm_vs_human,True,AP-1,Jun,MA0489.3,0.1638,0.224,-0.0602,0.4787,0.5213,4.6e-08,4000,4000
demo_human_or_worm,worm_vs_human,True,AP-1,BACH1,MA1633.2,0.0395,0.043,-0.0035,0.498,0.502,0.367,4000,4000
demo_human_or_worm,worm_vs_human,True,TATA,TBP,MA0108.3,1.8913,1.7115,0.1798,0.5548,0.5548,1.32e-18,4000,4000
demo_human_or_worm,worm_vs_human,True,homeobox/FOX,PBX1,MA0070.2,0.2137,0.1235,0.0902,0.5359,0.5359,8.94e-20,4000,4000
demo_human_or_worm,worm_vs_human,True,homeobox/FOX,PBX2,MA1113.3,0.2502,0.231,0.0192,0.5112,0.5112,0.0123,4000,4000
demo_human_or_worm,worm_vs_human,True,homeobox/FOX,MEIS1,MA0498.3,1.5557,1.4823,0.0735,0.5109,0.5109,0.082,4000,4000
demo_human_or_worm,worm_vs_human,True,homeobox/FOX,MEIS2,MA0774.1,0.144,0.1805,-0.0365,0.4843,0.5157,6.77e-05,4000,4000
demo_human_or_worm,worm_vs_human,True,homeobox/FOX,FOXC1,MA0032.2,0.1545,0.172,-0.0175,0.4997,0.5003,0.944,4000,4000
demo_human_or_worm,worm_vs_human,True,homeobox/FOX,TGIF1,MA0796.1,0.0005,0.001,-0.0005,0.4998,0.5002,0.414,4000,4000
